Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
39306427,05/28/2018 06:19:26 PM,05/28/2018 09:22:47 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10461,,,,,LYVERE STREET,EAST TREMONT AVENUE,INTERSECTION,BRONX,,Precinct,Closed,05/29/2018 02:19:26 AM,The Police Department responded to the complaint and took action to fix the condition.,05/28/2018 09:22:47 PM,10 BRONX,,BRONX,1025114,246289,PHONE,Unspecified,BRONX,,,,,,,,40.842587,-73.85231,"(40.842587, -73.85231)"
31900767,11/03/2015 10:12:52 PM,11/04/2015 03:00:54 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11238,487 CARLTON AVENUE,CARLTON AVENUE,FULTON STREET,ATLANTIC AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,11/04/2015 06:12:52 AM,The Police Department responded to the complaint and took action to fix the condition.,11/04/2015 02:59:55 AM,02 BROOKLYN,3020070001,BROOKLYN,992341,188129,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6830437,-73.9708276,"(40.6830437, -73.9708276)"
21619981,10/11/2011 01:42:57 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power/Phone Lines,Street,10308,128 LEVERETT AVENUE,LEVERETT AVENUE,LEVERETT COURT,MILES AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Open,10/21/2011 01:42:57 PM,The Department of Parks and Recreation usually requires 10 days to review a request and determine the appropriate action. Please note your Service Request number for future reference.,10/11/2011 01:48:32 PM,03 STATEN ISLAND,5046120034,STATEN ISLAND,942538,142666,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5581628,-74.150113,"(40.5581628, -74.150113)"
28657803,08/10/2014 02:50:41 PM,08/10/2014 03:28:41 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,38-01 104 STREET,104 STREET,38 AVENUE,39 AVENUE,,,ADDRESS,CORONA,,Precinct,Closed,08/10/2014 10:50:41 PM,The Police Department issued a summons in response to the complaint.,08/10/2014 03:27:58 PM,03 QUEENS,4017750089,QUEENS,1022357,213051,PHONE,Unspecified,QUEENS,,,,,,,,40.7513702,-73.8624629,"(40.7513702, -73.8624629)"
47901530,10/17/2020 10:18:53 PM,10/17/2020 10:49:21 PM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11207,570 SNEDIKER AVENUE,SNEDIKER AVENUE,RIVERDALE AVENUE,NEWPORT STREET,RIVERDALE AVENUE,NEWPORT STREET,,BROOKLYN,SNEDIKER AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,10/18/2020 02:49:25 AM,05 BROOKLYN,,BROOKLYN,1012303,180145,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.661088684214725,-73.89888719466661,"(40.661088684214725, -73.89888719466661)"
43577874,08/18/2019 03:28:22 AM,12/06/2019 01:18:19 PM,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10467,600 THWAITES PLACE,THWAITES PLACE,BRONX PARK EAST,BARKER AVENUE,BRONX PARK EAST,BARKER AVENUE,,BRONX,THWAITES PLACE,,Closed,,The request submitted did not have sufficient information for the Department of Transportation to respond.,12/06/2019 06:18:21 PM,11 BRONX,2043370023,BRONX,1020006,252219,MOBILE,Unspecified,BRONX,,,,,,,,40.8588852,-73.8707396,"(40.8588852, -73.8707396)"
35848615,04/02/2017 05:30:37 PM,04/09/2017 09:00:18 PM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11427,88-33 212 PLACE,212 PLACE,HILLSIDE AVENUE,89 AVENUE,,,ADDRESS,QUEENS VILLAGE,,N/A,Closed,07/01/2017 05:30:37 PM,"The Department of Parks and Recreation inspected the requested repair site. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district. For more information, refer to the information sheet that you received from the agency.",04/09/2017 09:00:18 PM,13 QUEENS,4106700071,QUEENS,1052768,203399,PHONE,Unspecified,QUEENS,,,,,,,,40.7246946,-73.7528012,"(40.7246946, -73.7528012)"
23714767,07/30/2012 04:00:00 PM,08/02/2012 12:00:00 PM,DSNY,P - Brooklyn and Staten Island,Dirty Conditions,E7 Private Carter Spillage,Sidewalk,11235,2454 EAST 16 STREET,EAST 16 STREET,EMMERS LANE,AVENUE Y,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,08/02/2012 12:00:00 PM,15 BROOKLYN,,BROOKLYN,997035,154559,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
26897703,12/16/2013 02:37:00 PM,12/19/2013 12:00:00 PM,DSNY,A - Manhattan,Snow,E9 Snow / Icy Sidewalk,Sidewalk,10023,,,AMSTERDAM AVENUE,WEST 69 STREET,AMSTERDAM AVENUE,WEST 69 STREET,INTERSECTION,NEW YORK,,N/A,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,12/19/2013 12:00:00 PM,07 MANHATTAN,,MANHATTAN,988945,222244,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
19296529,12/08/2010 12:00:00 AM,12/23/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,NONCONST,VERMIN,RESIDENTIAL BUILDING,11221,157 STUYVESANT AVENUE,STUYVESANT AVENUE,GREENE AVENUE,LEXINGTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,12/23/2010 12:00:00 AM,0 Unspecified,3016210001,Unspecified,1002719,190598,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,
24446161,11/21/2012 01:41:51 AM,11/21/2012 01:42:40 AM,HRA,HRA Benefit Card Replacement,Benefit Card Replacement,Medicaid,NYC Street Address,,,,,,,,,,,N/A,Closed,,"The Human Resources Administration received your request. If you are eligible for a benefit card replacement, you will receive it in 7 to 10 business days. No further updates will be available by calling 311 or on 311 Online.",,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,,
38541740,02/24/2018 10:44:07 PM,02/26/2018 09:54:28 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11373,89-21 ELMHURST AVENUE,ELMHURST AVENUE,,,,,ADDRESS,Elmhurst,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,02/26/2018 09:54:28 PM,04 QUEENS,4015110001,QUEENS,1018372,211606,MOBILE,Unspecified,QUEENS,,,,,,,,40.7474203,-73.876853,"(40.7474203, -73.876853)"
39717162,07/12/2018 06:06:00 PM,09/17/2018 11:00:00 AM,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11360,15-66 202 ST,202 ST,15 RD,16 AVE,,,ADDRESS,Bayside,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",09/17/2018 11:00:00 AM,Unspecified QUEENS,4057770055,QUEENS,1041825,225367,PHONE,Unspecified,QUEENS,,,,,,,,,,
30258911,03/25/2015 07:25:53 AM,03/25/2015 12:03:17 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11412,,,,,LIBERTY AVENUE,183 STREET,INTERSECTION,SAINT ALBANS,,Precinct,Closed,03/25/2015 03:25:53 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,03/25/2015 12:02:42 PM,12 QUEENS,,QUEENS,1046406,196343,PHONE,Unspecified,QUEENS,,,,,,,,40.7053746,-73.7758191,"(40.7053746, -73.7758191)"
35902539,04/08/2017 03:06:00 PM,04/09/2017 11:30:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11416,78-20 95 AVENUE,95 AVENUE,78 ST,80 ST,,,ADDRESS,Ozone Park,,N/A,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",04/09/2017 11:30:00 AM,09 QUEENS,4090070009,QUEENS,1022912,188273,PHONE,Unspecified,QUEENS,,,,,,,,40.6833582,-73.8606021,"(40.6833582, -73.8606021)"
42865665,06/04/2019 09:09:31 AM,06/06/2019 12:00:00 AM,DOB,Department of Buildings,Investigations and Discipline (IAD),Investigative Inspection,,11432,82-35 SURREY PLACE,SURREY PLACE,,,,,ADDRESS,Jamaica,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,06/06/2019 12:00:00 AM,08 QUEENS,4072430046,QUEENS,1043918,202399,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7220139,-73.7847389,"(40.7220139, -73.7847389)"
24200681,10/14/2012 12:00:00 AM,11/09/2012 12:00:00 AM,HPD,Department of Housing Preservation and Development,GENERAL CONSTRUCTION,WINDOW GUARDS,RESIDENTIAL BUILDING,10455,723 PROSPECT AVENUE,PROSPECT AVENUE,DAWSON STREET,EAST 156 STREET,,,ADDRESS,BRONX,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,11/09/2012 12:00:00 AM,01 BRONX,2026750056,BRONX,1011140,236847,PHONE,Unspecified,BRONX,,,,,,,,,,
16319504,03/28/2010 07:55:31 AM,03/28/2010 08:27:09 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11355,134-39 57 ROAD,57 ROAD,134 STREET,136 STREET,,,ADDRESS,FLUSHING,,Precinct,Closed,03/28/2010 03:55:31 PM,The Police Department issued a summons in response to the complaint.,03/28/2010 08:27:10 AM,07 QUEENS,4063610031,QUEENS,1031124,211297,PHONE,Unspecified,QUEENS,,,,,,,,40.7465138,-73.830833,"(40.7465138, -73.830833)"
35298806,01/21/2017 10:38:01 PM,01/21/2017 11:10:24 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10306,121 WOODCUTTERS LANE,WOODCUTTERS LANE,,,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,01/22/2017 06:38:01 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/21/2017 11:10:24 PM,03 STATEN ISLAND,5046450239,STATEN ISLAND,945145,142318,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.5572195,-74.140729,"(40.5572195, -74.140729)"
33764864,07/05/2016 12:13:00 PM,07/05/2016 01:10:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11220,,,3 AVE,60 ST,3 AVENUE,60 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,07/05/2016 01:10:00 PM,07 BROOKLYN,,BROOKLYN,978583,173196,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6420578,-74.02042,"(40.6420578, -74.02042)"
45074666,12/03/2019 02:01:37 AM,12/03/2019 07:02:30 AM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11206,62 WHITE STREET,WHITE STREET,SEIGEL STREET,MC KIBBIN STREET,SEIGEL STREET,MC KIBBIN STREET,,BROOKLYN,WHITE STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/03/2019 12:02:34 PM,01 BROOKLYN,3030920001,BROOKLYN,1002196,196289,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.7054265,-73.9352733,"(40.7054265, -73.9352733)"
33267796,05/03/2016 02:00:58 PM,05/10/2016 09:12:05 AM,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10468,150 WEST 195 STREET,WEST 195 STREET,,,,,ADDRESS,BRONX,,N/A,Closed,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,05/10/2016 09:12:05 AM,08 BRONX,2032480163,BRONX,1011317,256435,ONLINE,Unspecified,BRONX,,,,,,,,40.8704878,-73.9021339,"(40.8704878, -73.9021339)"
32690259,02/15/2016 07:19:23 PM,02/23/2016 11:00:19 AM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11103,25-34 43 STREET,43 STREET,,,,,ADDRESS,Astoria,,N/A,Closed,,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,02/23/2016 11:00:19 AM,01 QUEENS,4007010056,QUEENS,1009285,218522,PHONE,Unspecified,QUEENS,,,,,,,,40.7664333,-73.9096224,"(40.7664333, -73.9096224)"
36330363,06/01/2017 07:55:08 AM,06/16/2017 12:00:00 AM,DOB,Department of Buildings,General Construction/Plumbing,Wall/Retaining Wall - Bulging/Cracked,,11221,430A QUINCY STREET,QUINCY STREET,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,06/16/2017 12:00:00 AM,03 BROOKLYN,3018100019,BROOKLYN,999890,189852,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6877628,-73.9436054,"(40.6877628, -73.9436054)"
33350845,05/12/2016 09:35:00 AM,05/12/2016 09:50:00 AM,DEP,Department of Environmental Protection,Sewer,Catch Basin Sunken/Damaged/Raised (SC1),,11102,,,,,SHORE BOULEVARD,ASTORIA PARK SOUTH,INTERSECTION,Astoria,,N/A,Closed,,The Department of Environmental Protection investigated this complaint and replaced the damaged or missing catch basin.,05/12/2016 09:50:00 AM,01 QUEENS,,QUEENS,1004241,222257,OTHER,Unspecified,QUEENS,,,,,,,,40.7766978,-73.9278204,"(40.7766978, -73.9278204)"
45210400,12/20/2019 11:50:04 PM,12/21/2019 01:29:40 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,18 WEST 108 STREET,WEST 108 STREET,CENTRAL PARK WEST,MANHATTAN AVENUE,CENTRAL PARK WEST,MANHATTAN AVENUE,,NEW YORK,WEST 108 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,12/21/2019 06:29:46 AM,07 MANHATTAN,1018430044,MANHATTAN,995378,230613,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7996484,-73.9598073,"(40.7996484, -73.9598073)"
27535821,02/27/2014 02:17:00 PM,02/25/2014 02:17:00 PM,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Missing,,,LEON S KAISER PLGD,LEON S KAISER PLGD,24 ST W,32 ST W,,,BLOCKFACE,,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,02/25/2014 02:17:00 PM,Unspecified BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,,,
16130203,03/03/2010 12:00:00 AM,03/08/2010 12:00:00 AM,HPD,Department of Housing Preservation and Development,HEATING,HEAT,RESIDENTIAL BUILDING,11226,130 LENOX ROAD,LENOX ROAD,BEDFORD AVENUE,ROGERS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,"More than one complaint was received for this building-wide condition.This complaint status is for the initial complaint.The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, ple",03/08/2010 12:00:00 AM,0 Unspecified,3050840029,Unspecified,996738,177491,ONLINE,Unspecified,Unspecified,,,,,,,,,,
16490663,04/21/2010 09:53:49 AM,04/21/2010 10:24:57 AM,DOF,Property Exec Office,DOF Property - Owner Issue,Billing Name Incorrect,Property Address,10022,,,,,,,ADDRESS,NEW YORK,,N/A,Closed,05/01/2010 09:53:49 AM,See notes.,04/21/2010 10:24:57 AM,06 MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
24434604,11/19/2012 12:00:00 AM,11/28/2012 12:00:00 AM,HPD,Department of Housing Preservation and Development,ELECTRIC,ELECTRIC-WIRING,RESIDENTIAL BUILDING,11367,68-01 150 STREET,150 STREET,MELBOURNE AVENUE,69 ROAD,,,ADDRESS,Flushing,,N/A,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,11/28/2012 12:00:00 AM,08 QUEENS,4065400003,QUEENS,1034206,206164,PHONE,Unspecified,QUEENS,,,,,,,,,,
41477528,01/21/2019 09:34:57 AM,02/26/2019 02:00:08 PM,DPR,Department of Parks and Recreation,Illegal Tree Damage,Branches Damaged,,10466,3905 CARPENTER AVENUE,CARPENTER AVENUE,,,,,LATLONG,BRONX,,N/A,Closed,03/08/2019 03:00:04 PM,The Department of Parks and Recreation performed the work necessary to correct the condition.,02/26/2019 02:00:08 PM,01 BRONX,,BRONX,1021675,262450,MOBILE,Unspecified,BRONX,,,,,,,,40.8869593,-73.8646485,"(40.8869593, -73.8646485)"
33663746,06/22/2016 06:18:11 PM,06/22/2016 06:23:31 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11209,,,,,92 STREET,GELSTON AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,06/23/2016 02:18:11 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,06/22/2016 06:23:31 PM,10 BROOKLYN,,BROOKLYN,976366,164229,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6174436,-74.0283981,"(40.6174436, -74.0283981)"
20005272,03/10/2011 11:26:40 PM,03/11/2011 01:06:55 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11214,8650 BAY PARKWAY,BAY PARKWAY,86 STREET,BENSON AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,03/11/2011 07:26:40 AM,The Police Department responded to the complaint and took action to fix the condition.,03/11/2011 01:06:55 AM,11 BROOKLYN,3063800062,BROOKLYN,985686,158230,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6009809,-73.9948288,"(40.6009809, -73.9948288)"
45140139,12/12/2019 11:40:30 AM,12/12/2019 01:29:18 PM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,11223,1640 WEST 2 STREET,WEST 2 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,,BROOKLYN,WEST2 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,12/12/2019 06:29:20 PM,11 BROOKLYN,3066290023,BROOKLYN,990983,160627,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6075578,-73.9757514,"(40.6075578, -73.9757514)"
36888572,08/07/2017 08:56:00 AM,08/06/2017 08:55:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Missing,,,,,MORRISON AVE,PELTON AVE,,,INTERSECTION,,,N/A,Pending,,Service Request status for this request is available on the Department of Transportation?s website. Please click the ?Learn More? link below.,08/06/2017 08:55:00 AM,0 Unspecified,,Unspecified,,,UNKNOWN,Unspecified,Unspecified,,,,,,,,,,
21059898,08/17/2011 02:04:37 PM,09/23/2011 12:00:00 AM,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11378,59-19 MASPETH AVENUE,MASPETH AVENUE,59 STREET,59 PLACE,,,ADDRESS,MASPETH,,N/A,Closed,,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",09/23/2011 12:00:00 AM,05 QUEENS,4026910121,QUEENS,1009837,202764,ONLINE,Unspecified,QUEENS,,,,,,,,,,
